object_id,museal_number,image_url,object_url,title,ethnic_group,year,collection_date_start,collection_date_end,latitude,longitude,event_ids,description,collectors_not_cleaned,comments,legend,text_on_object,tempel/ sign,references,event_names,related_objects,relation_type,<viited>,places_not_cleaned,material_not cleaned,material_cat_not_cleaned
624947,ERM B 198:8,http://opendata.muis.ee/media-list/624947,http://opendata.muis.ee/object/624947,püksid,mari,1990,1990-07-08,1990-07-22,,,"3126364, 5743765, 4736830, 3126363, 3126360",,Aleksei Peterson,,,,,,käsitöö ja kodutööndus | rahvariided | meesteriietus,,,,NSV Liit; Mari ANSV; Kljutševo küla; Mägi-Mari rajoon,"kanep, puuvill",tekstiil
624948,ERM B 198:9,http://opendata.muis.ee/media-list/624948,http://opendata.muis.ee/object/624948,särk,mari,1990,1990-07-08,1990-07-22,,,"5743766, 3126378, 4736830, 3126377",,Aleksei Peterson,Müüs Maria Minina.,"""Kanepist. Sellised olid vanad riietusesemed, rikkaliku kaunistusega all ja rinnal.""",,,,käsitöö ja kodutööndus | rahvariided,,,,NSV Liit; Mari ANSV; Kljutševo küla; Mägi-Mari rajoon,"kanep, puuvill, vill",tekstiil
625440,ERM B 179:147,http://opendata.muis.ee/media-list/625440,http://opendata.muis.ee/object/625440,ankur,isuri,1988,,,,,"5739375, 4719295, 4715519",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Aleksandrovka küla; Kingissepa rajoon; Leningradi oblast,metall,metall
625441,ERM B 179:148,http://opendata.muis.ee/media-list/625441,http://opendata.muis.ee/object/625441,ankur,isuri,1988,,,,,"4719295, 4715519, 5739376",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Aleksandrovka küla; Kingissepa rajoon; Leningradi oblast,metall,metall
625442,ERM B 179:149,http://opendata.muis.ee/media-list/625442,http://opendata.muis.ee/object/625442,vibupuur,isuri,1988,,,,,"5737690, 4715519, 4719339",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,"kask, kuusk, nahk, pulk","puit, nahk"
625444,ERM B 179:150,http://opendata.muis.ee/media-list/625444,http://opendata.muis.ee/object/625444,pootshaak,isuri,1988,,,,,"5750302, 4715519, 4719346","Põhiosaks pikk pulgakujuline detail, mille ühes otsas tappühendusega risti lühem pulgakujuline detail, teises otsas 3 raudnaela ja 2 vaskplekist vitsaga kinnitatud rauast 2 haruga kahvlikujuline detail, mille üks ots moodustab tagurpidi U-tähe.","Marika Mikkor, Mare Piho, Terje Anepaio",,Kasutati talvisel jääalusel võrgupüügil.,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,"lehtpuu, raud, vars","puit, metall"
625445,ERM B 179:151/ab,http://opendata.muis.ee/media-list/625445,http://opendata.muis.ee/object/625445,"saapad, meeste",isuri,1988,,,,,6147063,,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Vistino küla; Kingissepa rajoon; Leningradi oblast,,nahk
625446,ERM B 179:152,http://opendata.muis.ee/media-list/625446,http://opendata.muis.ee/object/625446,taignamänd,isuri,1988,,,,,"4715519, 4719352, 5737691",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,kuusk,puit
625447,ERM B 179:153,http://opendata.muis.ee/media-list/625447,http://opendata.muis.ee/object/625447,seljakorv,isuri,1988,,,,,"5741152, 4719354, 4715519",,"Marika Mikkor, Mare Piho, Terje Anepaio",,Sellega käisid mehed metsas seenel.,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,okaspuit,puit
625449,ERM B 179:154,http://opendata.muis.ee/media-list/625449,http://opendata.muis.ee/object/625449,suga,isuri,1988,,,,,"4719355, 5741153, 4715519",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,"lehtpuit, okaspuit, piid, raam",puit
625450,ERM B 179:155,http://opendata.muis.ee/media-list/625450,http://opendata.muis.ee/object/625450,suga,isuri,1988,,,,,"4719355, 4715519, 5741154",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,"lehtpuit, okaspuit, sõled",puit
625451,ERM B 179:156,http://opendata.muis.ee/media-list/625451,http://opendata.muis.ee/object/625451,aknarenn,isuri,1988,,,,,"4719361, 4715519, 5741155",,"Marika Mikkor, Mare Piho, Terje Anepaio",,"Pandi akna alla, sinna jooksis vihmavesi.",,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,okaspuit,puit
625452,ERM B 179:157,http://opendata.muis.ee/media-list/625452,http://opendata.muis.ee/object/625452,aknarenn,isuri,1988,,,,,"4719361, 4715519, 5750303",,"Marika Mikkor, Mare Piho, Terje Anepaio",,"Pandi akna alla, sinna jooksis vihmavesi.",,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,okaspuit,puit
625453,ERM B 179:158,http://opendata.muis.ee/media-list/625453,http://opendata.muis.ee/object/625453,viipsipuu,isuri,1988,,,,,"4715519, 4719362, 5750304",,"Marika Mikkor, Mare Piho, Terje Anepaio",,Sellega kääriti lõnga.,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,kuusk,puit
625456,ERM B 179:159,http://opendata.muis.ee/media-list/625456,http://opendata.muis.ee/object/625456,pott,isuri,1988,,,,,"4715519, 2613018, 5733958, 2613022",,"Marika Mikkor, Mare Piho, Terje Anepaio",,"Eseme üleandja oli väike tüdruk, kui käis Somero külas selliseid potte ostmas peale II maailmasõda.",,,,valmistamine | toiduvalmistamine,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,saviglasuur,keraamika
625457,ERM B 179:160,http://opendata.muis.ee/media-list/625457,http://opendata.muis.ee/object/625457,suga,isuri,1988,,,,,"4719367, 4715519, 5737692",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,"puit, puuvill",puit
625458,ERM B 179:161,http://opendata.muis.ee/media-list/625458,http://opendata.muis.ee/object/625458,suga,isuri,1988,,,,,"5750305, 4719367, 4715519",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,"kanep, nöör, puit",puit
625459,ERM B 179:162,http://opendata.muis.ee/media-list/625459,http://opendata.muis.ee/object/625459,suga,isuri,1988,,,,,"4719367, 5750306, 4715519",,"Marika Mikkor, Mare Piho, Terje Anepaio",,,,,,,,,,Pahhomovka küla; Kingissepa rajoon; Leningradi oblast,"kanep, nöör, puit",puit
