object_id,museaali_number,eseme_nimi,material,material_category
615977,ERM B 80:80,kedervars,kask,puit
615978,ERM B 80:81,kedervars,kask,puit
615979,ERM B 80:82,kedervars,kask,puit
615980,ERM B 80:83,pudrumänd,mänd,puit
615981,ERM B 80:84,naaskel,metall,metall
615981,ERM B 80:84,naaskel,puit,puit
616001,ERM B 102:44,leivalabidas,kask,puit
616002,ERM B 102:45,"peavõrk, mesiniku",lina,tekstiil
616002,ERM B 102:45,"peavõrk, mesiniku",metall,metall
616003,ERM B 102:46,mesilassülemi nõu,metall,metall
616003,ERM B 102:46,mesilassülemi nõu,niin,puit
616003,ERM B 102:46,mesilassülemi nõu,pärn,puit
616004,ERM B 102:47,nõu,mänd,puit
616004,ERM B 102:47,nõu,,puit
616004,ERM B 102:47,nõu,toht,puit
616005,ERM B 102:48,korv,,puit
616005,ERM B 102:48,korv,niin,puit
616005,ERM B 102:48,korv,pärn,puit
616005,ERM B 102:48,korv,,puit
616005,ERM B 102:48,korv,toht,puit
616006,ERM B 102:49,küna,kask,puit
616007,ERM B 102:50,seljakott,niin,puit
616007,ERM B 102:50,seljakott,puit,puit
616008,ERM B 102:51,märss,metall,metall
616008,ERM B 102:51,märss,niin,puit
616008,ERM B 102:51,märss,,
616009,ERM B 102:52,kedervars,kask,puit
616010,ERM B 102:53,linahari,kask,puit
616010,ERM B 102:53,linahari,metall,metall
616011,ERM B 102:54,reha,kask,puit
616011,ERM B 102:54,reha,kuusk,puit
616011,ERM B 102:54,reha,,
616012,ERM B 102:55,korv,,puit
616012,ERM B 102:55,korv,niin,puit
616012,ERM B 102:55,korv,pärn,puit
616012,ERM B 102:55,korv,,puit
616012,ERM B 102:55,korv,toht,puit
616013,ERM B 102:56/ab,viisud,niin,puit
616014,ERM B 102:57/ab,viisud,niin,tekstiil
616014,ERM B 102:57/ab,viisud,puuvill,tekstiil
616014,ERM B 102:57/ab,viisud,vill,tekstiil
616015,ERM B 102:58,lina,atlasriie,tekstiil
616015,ERM B 102:58,lina,pael,tekstiil
616015,ERM B 102:58,lina,poepits,tekstiil
616015,ERM B 102:58,lina,,tekstiil
616015,ERM B 102:58,lina,puuvill,tekstiil
616015,ERM B 102:58,lina,,tekstiil
616018,ERM B 102:61,"pikk-kuub, naiste",kodukootud kangas,tekstiil
616018,ERM B 102:61,"pikk-kuub, naiste",linane,tekstiil
616018,ERM B 102:61,"pikk-kuub, naiste",riie,tekstiil
616018,ERM B 102:61,"pikk-kuub, naiste",vill,tekstiil
616026,ERM B 102:69,koot,kask,puit
616026,ERM B 102:69,koot,nahk,puit
616026,ERM B 102:69,koot,niin,puit
616026,ERM B 102:69,koot,nöör,puit
616027,ERM B 102:70,püstvokk,kask,puit
616027,ERM B 102:70,püstvokk,mänd,puit
616027,ERM B 102:70,püstvokk,saar,puit
616028,ERM B 102:71,poolivokk,mänd,puit
616028,ERM B 102:71,poolivokk,raud,metall
616029,ERM B 102:72,nöör,niin,puit
616030,ERM B 102:73,nõu,savi,keraamika
616031,ERM B 102:74,viljakühvel,kask,puit
616032,ERM B 102:75,korv,,puit
616032,ERM B 102:75,korv,niin,puit
616032,ERM B 102:75,korv,pärn,puit
616032,ERM B 102:75,korv,,puit
616032,ERM B 102:75,korv,,puit
616032,ERM B 102:75,korv,toht,puit
616033,ERM B 102:76,suga,,puit
616033,ERM B 102:76,suga,kask,puit
616033,ERM B 102:76,suga,mänd,puit
616034,ERM B 102:77,suga,,puit
616034,ERM B 102:77,suga,kask,puit
616034,ERM B 102:77,suga,kuusk,puit
616035,ERM B 102:78,paja alus,raud,metall
616036,ERM B 102:79/ab,viisud,niin,puit
616037,ERM B 102:80,nõu,,puit
616037,ERM B 102:80,nõu,niin,puit
616037,ERM B 102:80,nõu,pärn,puit
616037,ERM B 102:80,nõu,,puit
616037,ERM B 102:80,nõu,toht,puit
616038,ERM B 102:81,korv,niin,puit
616038,ERM B 102:81,korv,pärn,puit
616038,ERM B 102:81,korv,,puit
616038,ERM B 102:81,korv,toht,puit
616039,ERM B 102:82,"peavõrk, mesiniku",haab,puit
616039,ERM B 102:82,"peavõrk, mesiniku",laast,puit
616039,ERM B 102:82,"peavõrk, mesiniku",lina,tekstiil
616039,ERM B 102:82,"peavõrk, mesiniku",metall,metall
616039,ERM B 102:82,"peavõrk, mesiniku",nahk,nahk
616039,ERM B 102:82,"peavõrk, mesiniku",niit,tekstiil
616039,ERM B 102:82,"peavõrk, mesiniku",riie,tekstiil
616039,ERM B 102:82,"peavõrk, mesiniku",takk,puit
616039,ERM B 102:82,"peavõrk, mesiniku",traat,puit
616040,ERM B 102:83,voodiots,kask,puit
616041,ERM B 102:84,käterätt,lina,tekstiil
616041,ERM B 102:84,käterätt,puuvill,tekstiil
616042,ERM B 102:85,soolatoos,toht,puit
616043,ERM B 102:86,kandekott,niin,puit
616044,ERM B 102:87/ab,"sukad, naiste",lõng,tekstiil
616044,ERM B 102:87/ab,"sukad, naiste",vill,tekstiil
616045,ERM B 102:88/ab,labakindad,lõng,tekstiil
616045,ERM B 102:88/ab,labakindad,vill,tekstiil
616046,ERM B 102:89,leivavorm,niin,puit
616046,ERM B 102:89,leivavorm,paju,puit
616047,ERM B 102:90,"vikat, lühivarreline",kask,puit
616047,ERM B 102:90,"vikat, lühivarreline",raud,metall
616048,ERM B 102:91,kannel,,puit
616048,ERM B 102:91,kannel,,puit
616048,ERM B 102:91,kannel,metall,puit
616048,ERM B 102:91,kannel,mänd,puit
616049,ERM B 102:92/ab,"võikirn, männaga",haab,puit
616049,ERM B 102:92/ab,"võikirn, männaga",kask,puit
616049,ERM B 102:92/ab,"võikirn, männaga",kuusk,puit
616049,ERM B 102:92/ab,"võikirn, männaga",,
616049,ERM B 102:92/ab,"võikirn, männaga",mänd,puit
616049,ERM B 102:92/ab,"võikirn, männaga",,
616049,ERM B 102:92/ab,"võikirn, männaga",raud,metall
616049,ERM B 102:92/ab,"võikirn, männaga",vits,puit
616050,ERM B 102:93,reha,kask,puit
616050,ERM B 102:93,reha,kuusk,puit
616050,ERM B 102:93,reha,,puit
616050,ERM B 102:93,reha,,puit
616050,ERM B 102:93,reha,,puit
616051,ERM B 102:94/ab,"rinnaehe, kaelaehe",hõbe,metall
616051,ERM B 102:94/ab,"rinnaehe, kaelaehe",klaas,klaas
616051,ERM B 102:94/ab,"rinnaehe, kaelaehe",metall,metall
616051,ERM B 102:94/ab,"rinnaehe, kaelaehe",,tekstiil
616052,ERM B 106:1,"särk, naiste",puuvill,tekstiil
616053,ERM B 106:2,põll,puuvill,tekstiil
616054,ERM B 106:3,põll,puuvill,tekstiil
616055,ERM B 106:4,seinalinik,kanep,tekstiil
616055,ERM B 106:4,seinalinik,puuvill,tekstiil
616055,ERM B 106:4,seinalinik,vill,tekstiil
616056,ERM B 106:5,pealinik,lina,tekstiil
616056,ERM B 106:5,pealinik,puuvill,tekstiil
616057,ERM B 106:6,"riidelaid, põlle",lina,tekstiil
616057,ERM B 106:6,"riidelaid, põlle",puuvill,tekstiil
616058,ERM B 106:7/ab,sokid,vill,tekstiil
616059,ERM B 106:8/ab,kindad,lõng,tekstiil
616059,ERM B 106:8/ab,kindad,vill,tekstiil
616059,ERM B 106:8/ab,kindad,vill,tekstiil
616060,ERM B 106:9,"pealisrõivas, naiste",kanep,tekstiil
616060,ERM B 106:9,"pealisrõivas, naiste",kude,tekstiil
616060,ERM B 106:9,"pealisrõivas, naiste",lõim,tekstiil
616060,ERM B 106:9,"pealisrõivas, naiste",puuvill,tekstiil
616060,ERM B 106:9,"pealisrõivas, naiste",vill,tekstiil
616061,ERM B 106:10,käterätt,looduslik kiud,tekstiil
616061,ERM B 106:10,käterätt,puuvill,tekstiil
616062,ERM B 106:11,"peakate,  naiste",looduslik kiud,tekstiil
616062,ERM B 106:11,"peakate,  naiste",metall,tekstiil
616062,ERM B 106:11,"peakate,  naiste",puuvill,tekstiil
616062,ERM B 106:11,"peakate,  naiste",raha,tekstiil
616062,ERM B 106:11,"peakate,  naiste",toht,tekstiil
616063,ERM B 106:12,rinnaehe,lina,tekstiil
616063,ERM B 106:12,rinnaehe,puuvill,tekstiil
616064,ERM B 106:13,"vöö, meeste",lina,tekstiil
616064,ERM B 106:13,"vöö, meeste",linane,tekstiil
616064,ERM B 106:13,"vöö, meeste",vill,tekstiil
616064,ERM B 106:13,"vöö, meeste",vill,tekstiil
616065,ERM B 106:14,käevõru,hõbe,metall
616066,ERM B 106:15,käevõru,hõbe,metall
616067,ERM B 106:16,"kangas, laudlina",lina,tekstiil
616067,ERM B 106:16,"kangas, laudlina",puuvill,tekstiil
616068,ERM B 106:17,käterätt,kanep,tekstiil
616068,ERM B 106:17,käterätt,puuvill,tekstiil
616068,ERM B 106:17,käterätt,vill,tekstiil
616069,ERM B 106:18,"ülerõivas, naiste",kanep,tekstiil
616069,ERM B 106:18,"ülerõivas, naiste",kude,tekstiil
616069,ERM B 106:18,"ülerõivas, naiste",lõim,tekstiil
616069,ERM B 106:18,"ülerõivas, naiste",puuvill,tekstiil
616069,ERM B 106:18,"ülerõivas, naiste",vill,tekstiil
616070,ERM B 106:19/ab,kõrvarõngad,hõbe,metall
616071,ERM B 106:20,"vöö, meeste",kude,tekstiil
616071,ERM B 106:20,"vöö, meeste",lina,tekstiil
616071,ERM B 106:20,"vöö, meeste",lõim,tekstiil
616071,ERM B 106:20,"vöö, meeste",vill,tekstiil
616072,ERM B 106:21,särk-kleit,lina,tekstiil
616073,ERM B 106:22,vaip,vill,tekstiil
616074,ERM B 106:23,käterätt,puuvill,tekstiil
616075,ERM B 106:24,seinalinik,lina,tekstiil
616075,ERM B 106:24,seinalinik,puuvill,tekstiil
616076,ERM B 106:25,laudlina,puuvill,tekstiil
616077,ERM B 106:26,laudlina,kanep,tekstiil
616078,ERM B 106:27,laudlina,kanep,tekstiil
616078,ERM B 106:27,laudlina,kude,tekstiil
616078,ERM B 106:27,laudlina,lõim,tekstiil
616078,ERM B 106:27,laudlina,vill,tekstiil
616079,ERM B 106:28,seelik,lina,tekstiil
616080,ERM B 106:29,särk-kleit,lina,tekstiil
616080,ERM B 106:29,särk-kleit,puuvill,tekstiil
616081,ERM B 106:30/ab,niiepöörad,kask,puit
616082,ERM B 106:31,laste kandmise vahend,lina,tekstiil
616084,ERM B 106:32/abc,"kudumisraam, niinest kanga",,puit
616084,ERM B 106:32/abc,"kudumisraam, niinest kanga",kask,puit
616084,ERM B 106:32/abc,"kudumisraam, niinest kanga",kuusk,puit
616084,ERM B 106:32/abc,"kudumisraam, niinest kanga",,puit
616084,ERM B 106:32/abc,"kudumisraam, niinest kanga",metall,metall
616084,ERM B 106:32/abc,"kudumisraam, niinest kanga",nahk,nahk
616085,ERM B 106:33,seinalinik,kanep,tekstiil
616085,ERM B 106:33,seinalinik,puuvill,tekstiil
616086,ERM B 106:34,laudlina,puuvill,tekstiil
616087,ERM B 106:35,"kangas, seeliku",kanep,tekstiil
616087,ERM B 106:35,"kangas, seeliku",lina,tekstiil
616089,ERM B 106:36,särk-kleit,lina,tekstiil
616089,ERM B 106:36,särk-kleit,puuvill,tekstiil
616090,ERM B 106:37,särk-kleit,lina,tekstiil
616090,ERM B 106:37,särk-kleit,nööp,tekstiil
616090,ERM B 106:37,särk-kleit,plast,tekstiil
616090,ERM B 106:37,särk-kleit,puuvill,tekstiil
616091,ERM B 106:38,pealinik,puuvill,tekstiil
616092,ERM B 106:39,pealinik,puuvill,tekstiil
616093,ERM B 106:40,pealinik,lina,tekstiil
616093,ERM B 106:40,pealinik,puuvill,tekstiil
616093,ERM B 106:40,pealinik,vill,tekstiil
616094,ERM B 106:41,särk-kleit,lina,tekstiil
616095,ERM B 106:42,pealinik,lina,tekstiil
616095,ERM B 106:42,pealinik,lõng,tekstiil
616095,ERM B 106:42,pealinik,puuvill,tekstiil
616095,ERM B 106:42,pealinik,riie,tekstiil
616095,ERM B 106:42,pealinik,vill,tekstiil
616096,ERM B 106:43,pealinik,kanep,tekstiil
616096,ERM B 106:43,pealinik,vill,tekstiil
616097,ERM B 106:44,pealinik,kanep,tekstiil
616097,ERM B 106:44,pealinik,vill,tekstiil
616098,ERM B 106:45/ab,"pealiniku, katke",kanep,tekstiil
616098,ERM B 106:45/ab,"pealiniku, katke",vill,tekstiil
616099,ERM B 106:46,särk-kleit,kanep,tekstiil
616099,ERM B 106:46,särk-kleit,nööp,tekstiil
616099,ERM B 106:46,särk-kleit,plast,tekstiil
616099,ERM B 106:46,särk-kleit,puuvill,tekstiil
616100,ERM B 106:47,särk-kleit,kanep,tekstiil
616100,ERM B 106:47,särk-kleit,lina,tekstiil
616100,ERM B 106:47,särk-kleit,plast,tekstiil
616101,ERM B 106:48,vaip,kude,tekstiil
616101,ERM B 106:48,vaip,lina,tekstiil
616101,ERM B 106:48,vaip,lõim,tekstiil
616101,ERM B 106:48,vaip,vill,tekstiil
616102,ERM B 122:10,vöö,linane,tekstiil
616102,ERM B 122:10,vöö,,tekstiil
616102,ERM B 122:10,vöö,,tekstiil
616102,ERM B 122:10,vöö,vill,tekstiil
616103,ERM B 122:11,tünn,kuusk,puit
616104,ERM B 122:12,linalõuguti,haab,puit
616104,ERM B 122:12,linalõuguti,kask,puit
616104,ERM B 122:12,linalõuguti,kuusk,puit
616105,ERM B 122:13,soalaad,haab,puit
616105,ERM B 122:13,soalaad,kuusk,puit
616106,ERM B 122:14,tops,toht,puit
616107,ERM B 122:15,jalus,raud,metall
616108,ERM B 122:16,õlinõu,savi,keraamika
616109,ERM B 122:17,paastuõlinõu,savi,keraamika
616110,ERM B 122:18,pajahark,kask,puit
616110,ERM B 122:18,pajahark,raud,metall
616113,ERM B 122:20,pühaserätt,heegelpits,tekstiil
616113,ERM B 122:20,pühaserätt,labane kangas,tekstiil
616113,ERM B 122:20,pühaserätt,linane,tekstiil
616113,ERM B 122:20,pühaserätt,puuvill,tekstiil
616113,ERM B 122:20,pühaserätt,tikand,tekstiil
616114,ERM B 122:21,voodiserva kaunistus,broderii,tekstiil
616114,ERM B 122:21,voodiserva kaunistus,labane kangas,tekstiil
616114,ERM B 122:21,voodiserva kaunistus,linane,tekstiil
616114,ERM B 122:21,voodiserva kaunistus,puuvill,tekstiil
616114,ERM B 122:21,voodiserva kaunistus,tikand,tekstiil
616114,ERM B 122:21,voodiserva kaunistus,,tekstiil
616119,ERM B 122:26/ab,käsikivi,kivim,kivim
616120,ERM B 122:27,õllenõu,kuusk,puit
616121,ERM B 122:28,õllenõu,kuusk,puit
616122,ERM B 122:29,uhmrinui,kask,puit
616122,ERM B 122:29,uhmrinui,nahk,nahk
616122,ERM B 122:29,uhmrinui,raud,metall
616123,ERM B 122:30,lavats,kask,puit
616124,ERM B 122:31,käsikivi,kask,puit
616124,ERM B 122:31,käsikivi,nahk,puit
616125,ERM B 122:32/ab,nahatööriist,kask,puit
616125,ERM B 122:32/ab,nahatööriist,raud,metall
616126,ERM B 122:33,nahatööriist,kask,puit
616126,ERM B 122:33,nahatööriist,raud,metall
616127,ERM B 122:34/ab,poolivokk,kask,puit
616127,ERM B 122:34/ab,poolivokk,kuusk,puit
616127,ERM B 122:34/ab,poolivokk,metall,metall
616128,ERM B 122:35/ab,"uhmer, nuiaga",kask,puit
616129,ERM B 122:36,tops,toht,puit
616130,ERM B 122:37,söekühvel,raud,metall
616131,ERM B 122:38,karjakell,metall,metall
616132,ERM B 122:39,karjakell,metall,metall
616132,ERM B 122:39,karjakell,raudplekk,metall
616133,ERM B 122:40,lüpsik,kuusk,puit
616134,ERM B 122:41,uhmer,kuusk,puit
616134,ERM B 122:41,uhmer,,puit
616134,ERM B 122:41,uhmer,tamm,puit
616135,ERM B 122:42,"höövel, härghöövel",kask,puit
616135,ERM B 122:42,"höövel, härghöövel",raud,puit
616136,ERM B 122:43,kaevukook,paju,puit
616137,ERM B 122:44/abc,kerilaud,kuusk,puit
616138,ERM B 122:45,koot,nahk,puit
616138,ERM B 122:45,koot,puit,puit
616139,ERM B 122:46,linahari,,puit
616139,ERM B 122:46,linahari,kask,puit
616139,ERM B 122:46,linahari,mänd,puit
616139,ERM B 122:46,linahari,raud,puit
616140,ERM B 122:47,koonlalaud,kuusk,puit
616141,ERM B 122:48,viipsik,kask,puit
616141,ERM B 122:48,viipsik,mänd,puit
616141,ERM B 122:48,viipsik,,puit
616142,ERM B 122:49/ab,saapad,nahk,nahk
616143,ERM B 122:50,vara,raud,metall
616145,ERM B 122:52,värten,kask,puit
616146,ERM B 122:53,värten,kask,puit
616147,ERM B 122:54,ropsimõõk,kask,puit
616148,ERM B 122:55,häll,,puit
616148,ERM B 122:55,häll,lina,puit
616148,ERM B 122:55,häll,mänd,puit
616148,ERM B 122:55,häll,toomingas,puit
616149,ERM B 122:56/ab,liistud,kask,puit
616150,ERM B 122:57/ab,liistud,kask,puit
616150,ERM B 122:57/ab,liistud,lehm,nahk
616150,ERM B 122:57/ab,liistud,nahk,nahk
616151,ERM B 122:58/a-d,liistud,kask,puit
616152,ERM B 135:3,kaelaehe,tehismaterjal,metall
616153,ERM B 135:4,noodakivi,kask,puit
616153,ERM B 135:4,noodakivi,kivim,kivim
616153,ERM B 135:4,noodakivi,toht,puit
616154,ERM B 135:5,käsitöökott,karusnahk,nahk
616159,ERM B 135:11,käsitöökott,kalev (riidesort),tekstiil
616159,ERM B 135:11,käsitöökott,nahk,nahk
616160,ERM B 135:10,nõu,pael,puit
616160,ERM B 135:10,nõu,puuvill,puit
616160,ERM B 135:10,nõu,toht,puit
616161,ERM B 135:12,"mänguasi, nukuhäll",nahk,nahk
616161,ERM B 135:12,"mänguasi, nukuhäll",puit,puit
616161,ERM B 135:12,"mänguasi, nukuhäll",,tekstiil
616161,ERM B 135:12,"mänguasi, nukuhäll",toht,puit
616164,ERM B 135:15,kaelakee,helmed,klaas
616164,ERM B 135:15,kaelakee,plast,plastik
616168,ERM B 135:19,nõu,lina,puit
616168,ERM B 135:19,nõu,niit,puit
616168,ERM B 135:19,nõu,nöör,puit
616168,ERM B 135:19,nõu,puuvill,puit
616168,ERM B 135:19,nõu,toht,puit
616170,ERM B 135:21,võrgunõel,kuusk,puit
616171,ERM B 135:22,häll,nahk,nahk
616171,ERM B 135:22,häll,niin,puit
616171,ERM B 135:22,häll,toht,puit
616173,ERM B 135:25,lusikas,seeder,puit
616174,ERM B 135:26,vaagen,lehis,puit
616175,ERM B 135:27,nõu,nahk,nahk
616175,ERM B 135:27,nõu,toht,puit
616176,ERM B 135:24,kulp,seeder,puit
616177,ERM B 135:28,nõu,niit,tekstiil
616177,ERM B 135:28,nõu,,tekstiil
616177,ERM B 135:28,nõu,puuvill,tekstiil
616177,ERM B 135:28,nõu,toht,tekstiil
616178,ERM B 135:29,nõu,kask,puit
616178,ERM B 135:29,nõu,toht,puit
616179,ERM B 135:30,nõu,kapron,nahk
616179,ERM B 135:30,nõu,nahk,nahk
616179,ERM B 135:30,nõu,tehismaterjal,nahk
616179,ERM B 135:30,nõu,toht,nahk
616180,ERM B 135:31,võrgunõel,lehis,puit
616187,ERM B 136:1,teekarp,metall,metall
616187,ERM B 136:1,teekarp,raudplekk,metall
616188,ERM B 136:2,samovar,metall,metall
616188,ERM B 136:2,samovar,puit,metall
616188,ERM B 136:2,samovar,vask,metall
616189,ERM B 136:3,aisakell,pronks,metall
616189,ERM B 136:3,aisakell,raud,metall
616192,ERM B 136:6,märss,lina,tekstiil
616192,ERM B 136:6,märss,nöör,tekstiil
616192,ERM B 136:6,märss,puit,puit
616192,ERM B 136:6,märss,,puit
616192,ERM B 136:6,märss,toht,puit
616193,ERM B 136:7,koot,haab,puit
616193,ERM B 136:7,koot,,puit
616193,ERM B 136:7,koot,kuusk,puit
616193,ERM B 136:7,koot,nahk,nahk
616193,ERM B 136:7,koot,rihm,nahk
616193,ERM B 136:7,koot,,puit
616194,ERM B 136:8/ab,kingaliistud,kask,puit
616195,ERM B 136:9,aknaalune veekoguja,kuusk,puit
616196,ERM B 136:10,vurrpuur,kuusk,puit
616196,ERM B 136:10,vurrpuur,lina,tekstiil
616196,ERM B 136:10,vurrpuur,metall,metall
616196,ERM B 136:10,vurrpuur,nöör,puit
616197,ERM B 136:11,"press, paadi tegemiseks",kask,puit
616198,ERM B 136:12,kapsaraud,kask,puit
616198,ERM B 136:12,kapsaraud,raud,metall
616199,ERM B 136:13,palgipööraja,kuusk,puit
616199,ERM B 136:13,palgipööraja,raud,metall
616200,ERM B 136:14,paadikühvel,kuusk,puit
616201,ERM B 136:15,nahanülgmise pulk,kuusk,puit
616202,ERM B 136:16,vikativars,kask,puit
616202,ERM B 136:16,vikativars,metall,metall
616202,ERM B 136:16,vikativars,nahk,nahk
616202,ERM B 136:16,vikativars,plekk,metall
616202,ERM B 136:16,vikativars,rihm,nahk
616203,ERM B 148:31,kõblas,kask,puit
616203,ERM B 148:31,kõblas,raud,metall
616204,ERM B 148:32,heinahang,kask,puit
616205,ERM B 148:33,lihalaud,pärn,puit
616206,ERM B 148:34,vaalikurikas,saar,puit
616207,ERM B 148:35,povidlonõu,savi,keraamika
616208,ERM B 148:36,veekann,savi,keraamika
616209,ERM B 148:37,veekann,savi,keraamika
616210,ERM B 148:38/ab,"uhmer, nuiaga",saar,puit
616211,ERM B 148:39,"korv, munade",taimne kiud,puit
616218,ERM B 148:46,vaalikurikas,kask,puit
616219,ERM B 148:47,sõel,savi,keraamika
616220,ERM B 148:48,suveniirkann,savi,keraamika
616232,ERM B 149:6,süstik,kask,puit
616233,ERM B 149:7,värten,kask,puit
616234,ERM B 149:8,värten,kask,puit
616235,ERM B 149:9/ab,kanepikamm,kask,puit
616235,ERM B 149:9/ab,kanepikamm,saar,puit
616235,ERM B 149:9/ab,kanepikamm,,puit
616236,ERM B 149:10,kanepikamm,kask,puit
616238,ERM B 149:12/ab,viisud,niin,puit
616238,ERM B 149:12/ab,viisud,pärn,puit
616239,ERM B 149:13,pott,savi,keraamika
616240,ERM B 149:14,kamm,vaher,puit
616244,ERM B 149:18,süstik,jalakas,puit
616245,ERM B 149:19,süstik,kask,puit
616246,ERM B 149:20,süstik,jalakas,puit
616247,ERM B 149:21,süstik,vaher,puit
616248,ERM B 149:22/ab,"värten, värtnakiviga",kask,puit
616249,ERM B 149:23,kanepikamm,kask,puit
616250,ERM B 149:24/1-2,"suga, katke",kask,puit
616251,ERM B 149:25,suga,kuusk,puit
616251,ERM B 149:25,suga,,puit
616251,ERM B 149:25,suga,,puit
616251,ERM B 149:25,suga,vaher,puit
616265,ERM B 162:61/ab,viisud,puit,puit
616266,ERM B 162:62,käterätt,puuvill,tekstiil
616270,ERM B 162:66,pealinik,kanep,tekstiil
616270,ERM B 162:66,pealinik,lõng,tekstiil
616270,ERM B 162:66,pealinik,riie,tekstiil
616270,ERM B 162:66,pealinik,vill,tekstiil
616276,ERM B 162:72,pealinik,puuvill,tekstiil
616276,ERM B 162:72,pealinik,riie,tekstiil
616282,ERM B 162:78,"kaelaehe, ristiga",hõbe,metall
616282,ERM B 162:78,"kaelaehe, ristiga",metall,metall
616287,ERM B 162:83,kaal,raud,metall
616288,ERM B 162:84/ab,nõu,toht,puit
616295,ERM B 162:91,käterätt,lina,tekstiil
616295,ERM B 162:91,käterätt,puuvill,tekstiil
616297,ERM B 163:1/ab,viisud,pärn,puit
616298,ERM B 163:2,viisuluda,metall,metall
616298,ERM B 163:2,viisuluda,puit,puit
616298,ERM B 163:2,viisuluda,sarv,luu
616299,ERM B 163:3,kanepihari,harjas,puit
616299,ERM B 163:3,kanepihari,kanep,puit
616299,ERM B 163:3,kanepihari,siga,puit
616299,ERM B 163:3,kanepihari,vaik,puit
616300,ERM B 163:4,kanepihari,harjas,puit
616300,ERM B 163:4,kanepihari,kanep,puit
616300,ERM B 163:4,kanepihari,puit,puit
616300,ERM B 163:4,kanepihari,siga,puit
616301,ERM B 163:5,süstik,kask,puit
616302,ERM B 163:6,kanepihari,harjas,puit
616302,ERM B 163:6,kanepihari,siga,puit
616302,ERM B 163:6,kanepihari,,puit
616302,ERM B 163:6,kanepihari,vaik,puit
616424,ERM B 175:6/ab,"kindad, naiste",lõng,tekstiil
616424,ERM B 175:6/ab,"kindad, naiste",vill,tekstiil
616435,ERM B 59:4/ab,"kindad, naiste",lõng,tekstiil
616435,ERM B 59:4/ab,"kindad, naiste",lõng,tekstiil
616435,ERM B 59:4/ab,"kindad, naiste",vill,tekstiil
616436,ERM B 59:5,"vöö, meeste",linane,tekstiil
616436,ERM B 59:5,"vöö, meeste",lõng,tekstiil
616436,ERM B 59:5,"vöö, meeste",,tekstiil
616436,ERM B 59:5,"vöö, meeste",,tekstiil
616436,ERM B 59:5,"vöö, meeste",vill,tekstiil
616437,ERM B 59:6,"vöö, naiste",linane,tekstiil
616437,ERM B 59:6,"vöö, naiste",,tekstiil
616437,ERM B 59:6,"vöö, naiste",puuvill,tekstiil
616437,ERM B 59:6,"vöö, naiste",,tekstiil
616438,ERM B 59:7,"peakate, naiste",atlasriie,tekstiil
616438,ERM B 59:7,"peakate, naiste",,tekstiil
616439,ERM B 59:8,"vöö, naiste",linane,tekstiil
616439,ERM B 59:8,"vöö, naiste",lõng,tekstiil
616439,ERM B 59:8,"vöö, naiste",,tekstiil
616439,ERM B 59:8,"vöö, naiste",,tekstiil
616439,ERM B 59:8,"vöö, naiste",vill,tekstiil
616440,ERM B 59:9,"vöö, meeste",,tekstiil
616440,ERM B 59:9,"vöö, meeste",linane,tekstiil
616440,ERM B 59:9,"vöö, meeste",,tekstiil
616440,ERM B 59:9,"vöö, meeste",vill,tekstiil
616441,ERM B 59:10/ab,viisud,toht,puit
616442,ERM B 59:11,käterätt,puuvill,tekstiil
616443,ERM B 59:12,linik,puuvill,tekstiil
616444,ERM B 59:13,vilepill,taimne kiud,puit
616445,ERM B 59:14,soolatoos,toht,puit
616446,ERM B 59:15,kahvel,luu,luu
616447,ERM B 59:16,kahvel,luu,luu
616448,ERM B 60:1,pall,toht,puit
616449,ERM B 60:2,pall,toht,puit
616450,ERM B 60:3,"võrgunöör, katke",niin,puit
616451,ERM B 60:4,"nöör, näidis",niin,puit
616452,ERM B 60:5,nõu,lina,puit
616452,ERM B 60:5,nõu,niit,puit
616452,ERM B 60:5,nõu,toht,puit
616453,ERM B 60:6,lusikas,puit,puit
616453,ERM B 60:6,lusikas,toht,puit
616454,ERM B 60:7,tuleraud,raud,metall
616456,ERM B 60:9,pott,savi,keraamika
616457,ERM B 60:10,piimanõu,toht,puit
616458,ERM B 60:11,korv,toht,puit
616459,ERM B 60:12,und,lina,puit
616459,ERM B 60:12,und,puit,puit
616459,ERM B 60:12,und,,puit
616460,ERM B 60:13,und,lina,puit
616460,ERM B 60:13,und,puit,puit
616460,ERM B 60:13,und,,puit
616461,ERM B 60:14,pilak,raud,metall
616462,ERM B 60:15/ab,suusad,kask,puit
616462,ERM B 60:15/ab,suusad,metall,puit
616462,ERM B 60:15/ab,suusad,nahk,puit
616462,ERM B 60:15/ab,suusad,toht,puit
616463,ERM B 60:16,"vöö, naiste",kude,tekstiil
616463,ERM B 60:16,"vöö, naiste",linane,tekstiil
616463,ERM B 60:16,"vöö, naiste",lõim,tekstiil
616463,ERM B 60:16,"vöö, naiste",,tekstiil
616463,ERM B 60:16,"vöö, naiste",vill,tekstiil
616465,ERM B 60:18,"särk, naiste",kodukootud kangas,tekstiil
616465,ERM B 60:18,"särk, naiste",lina,tekstiil
616465,ERM B 60:18,"särk, naiste",lõng,tekstiil
616465,ERM B 60:18,"särk, naiste",puuvill,tekstiil
616466,ERM B 60:19,käterätt,lina,tekstiil
616466,ERM B 60:19,käterätt,puuvill,tekstiil
616474,ERM B 80:85,püssirohunõu,puit,puit
616475,ERM B 80:86,vöö,niit,tekstiil
